Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
9,meat,pork,other vegetables,whole milk,sliced cheese,pastry,sugar,instant food products,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
12,other vegetables,whole milk,yogurt,frozen vegetables,brown bread,pastry,flour,bottled water,soda,fruit/vegetable juice,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,True,0,12
4,tropical fruit,yogurt,cream cheese,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,chicken,root vegetables,whole milk,pastry,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
12,sausage,chicken,hamburger meat,pip fruit,berries,other vegetables,whole milk,dessert,butter milk,uht-milk,domestic eggs,salty snack,,,,,,,,,,,,,,,,,,,,,True,0,12
5,yogurt,zwieback,soda,chocolate marshmallow,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,frankfurter,chicken,beef,other vegetables,dessert,yogurt,frozen vegetables,rolls/buns,baking powder,pickled vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,True,0,11
8,frankfurter,curd,frozen vegetables,domestic eggs,soups,soda,soap,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,citrus fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,frankfurter,meat,hamburger meat,berries,whole milk,butter,pasta,honey,coffee,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,True,0,11
2,whipped/sour cream,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,grapes,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,frankfurter,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,frankfurter,chicken,pork,grapes,root vegetables,other vegetables,whole milk,domestic eggs,brown bread,soups,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
5,frankfurter,whole milk,soda,syrup,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
16,other vegetables,cream cheese,frozen fruits,frozen fish,domestic eggs,rolls/buns,margarine,cereals,pickled vegetables,canned fish,dog food,salty snack,specialty chocolate,dental care,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,True,0,16
12,beef,citrus fruit,berries,whole milk,yogurt,uht-milk,specialty cheese,pastry,cake bar,seasonal products,detergent,potted plants,,,,,,,,,,,,,,,,,,,,,True,0,12
15,frankfurter,tropical fruit,berries,whole milk,dessert,yogurt,whipped/sour cream,domestic eggs,pasta,specialty vegetables,sweet spreads,soda,long life bakery product,napkins,shopping bags,,,,,,,,,,,,,,,,,,True,0,15
7,pork,whole milk,soda,canned beer,salty snack,chewing gum,candy,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,beef,whole milk,dessert,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,other vegetables,whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,beef,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
21,sausage,beef,berries,root vegetables,other vegetables,whole milk,butter,sliced cheese,rolls/buns,white bread,brown bread,pastry,jam,soda,fruit/vegetable juice,syrup,chocolate,dish cleaner,dental care,napkins,newspapers,,,,,,,,,,,,True,0,21
3,frankfurter,pasta,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,whole milk,curd,frozen dessert,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,sausage,tropical fruit,berries,other vegetables,dessert,frozen fish,frozen potato products,red/blush wine,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,sausage,other vegetables,packaged fruit/vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
13,frankfurter,sausage,finished products,fish,whole milk,white bread,pastry,oil,margarine,sugar,fruit/vegetable juice,cake bar,chocolate,,,,,,,,,,,,,,,,,,,,True,0,13
12,frankfurter,ham,chicken,pork,root vegetables,other vegetables,dessert,cream cheese,rolls/buns,cat food,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
3,grapes,butter,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
19,hamburger meat,citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,frozen meals,domestic eggs,brown bread,pasta,sugar,instant food products,canned fish,soda,salty snack,popcorn,chocolate,dish cleaner,shopping bags,,,,,,,,,,,,,,True,0,19
4,citrus fruit,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,yogurt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
13,tropical fruit,berries,root vegetables,other vegetables,butter,yogurt,uht-milk,domestic eggs,margarine,bottled water,soda,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
3,fruit/vegetable juice,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,hamburger meat,rum,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,soda,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
17,beef,hamburger meat,berries,root vegetables,onions,other vegetables,dessert,yogurt,frozen meals,rolls/buns,sugar,cat food,soda,fruit/vegetable juice,salty snack,popcorn,cake bar,,,,,,,,,,,,,,,,True,0,17
20,sausage,chicken,pip fruit,grapes,berries,root vegetables,onions,other vegetables,whole milk,butter,whipped/sour cream,ice cream,rolls/buns,margarine,mustard,ready soups,bottled water,canned beer,skin care,hygiene articles,,,,,,,,,,,,,True,0,20
9,frankfurter,sausage,chicken,other vegetables,whole milk,curd,semi-finished bread,candy,detergent,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,hamburger meat,frozen vegetables,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,frankfurter,sausage,pork,curd,soda,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
10,frankfurter,meat,pork,root vegetables,onions,whole milk,beverages,mayonnaise,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,True,0,10
13,sausage,hamburger meat,other vegetables,yogurt,sliced cheese,brown bread,sugar,fruit/vegetable juice,canned beer,cleaner,bathroom cleaner,napkins,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
10,pork,tropical fruit,pip fruit,root vegetables,frozen dessert,rolls/buns,margarine,seasonal products,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,True,0,10
18,ham,meat,tropical fruit,pip fruit,other vegetables,yogurt,uht-milk,processed cheese,white bread,semi-finished bread,oil,margarine,pickled vegetables,coffee,soda,liquor (appetizer),napkins,light bulbs,,,,,,,,,,,,,,,True,0,18
4,other vegetables,butter,rolls/buns,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,sausage,soda,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,beef,herbs,other vegetables,whole milk,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,beef,oil,coffee,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,whole milk,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
19,chicken,pork,beef,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,cream cheese,processed cheese,frozen vegetables,frozen fruits,pastry,sugar,soda,long life bakery product,waffles,chocolate marshmallow,candy,,,,,,,,,,,,,,True,0,19
6,yogurt,pickled vegetables,soda,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,pip fruit,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,sausage,tropical fruit,root vegetables,herbs,whole milk,roll products,oil,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
7,curd,yogurt,pastry,bottled water,fruit/vegetable juice,dishes,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
9,beef,yogurt,white bread,flour,soda,fruit/vegetable juice,bottled beer,brandy,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
5,frankfurter,frozen potato products,pastry,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,frankfurter,ham,hamburger meat,other vegetables,margarine,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,whole milk,butter,domestic eggs,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,pip fruit,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,sausage,berries,curd,yogurt,whipped/sour cream,cream cheese,frozen vegetables,tea,fruit/vegetable juice,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
2,root vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,frankfurter,ham,whole milk,butter,yogurt,sliced cheese,hard cheese,domestic eggs,zwieback,baking powder,napkins,,,,,,,,,,,,,,,,,,,,,,True,0,11
10,ham,beef,other vegetables,whole milk,domestic eggs,oil,sugar,jam,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,True,0,10
7,citrus fruit,tropical fruit,sliced cheese,ice cream,domestic eggs,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,hamburger meat,other vegetables,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,nuts/prunes,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
13,frankfurter,tropical fruit,grapes,other vegetables,rolls/buns,white bread,soda,syrup,canned beer,long life bakery product,candy,rubbing alcohol,cling film/bags,,,,,,,,,,,,,,,,,,,,True,0,13
4,berries,beverages,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
18,sausage,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,condensed milk,curd cheese,roll products,pasta,oil,coffee,soda,fruit/vegetable juice,bottled beer,abrasive cleaner,bathroom cleaner,napkins,,,,,,,,,,,,,,,True,0,18
10,frankfurter,meat,citrus fruit,pip fruit,other vegetables,whole milk,yogurt,sliced cheese,canned beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,True,0,10
8,pork,tropical fruit,pip fruit,nuts/prunes,other vegetables,frozen meals,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,misc. beverages,fruit/vegetable juice,canned beer,chewing gum,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,whole milk,rolls/buns,white bread,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,other vegetables,fruit/vegetable juice,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,whole milk,whipped/sour cream,pastry,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
18,pip fruit,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese,tidbits,frozen potato products,rolls/buns,white bread,mustard,fruit/vegetable juice,salty snack,long life bakery product,chocolate,specialty bar,napkins,,,,,,,,,,,,,,,True,0,18
4,frankfurter,whole milk,frozen vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,citrus fruit,other vegetables,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,citrus fruit,pip fruit,specialty cheese,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,hamburger meat,grapes,whole milk,rice,sugar,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,whipped/sour cream,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,sausage,tropical fruit,grapes,berries,other vegetables,pastry,soda,specialty chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
9,citrus fruit,tropical fruit,root vegetables,other vegetables,butter,yogurt,whipped/sour cream,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,rolls/buns,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,sliced cheese,frozen fish,margarine,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,butter milk,yogurt,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,sausage,root vegetables,soda,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,other vegetables,soft cheese,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,beef,root vegetables,herbs,packaged fruit/vegetables,butter,sliced cheese,domestic eggs,jam,bottled water,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
21,hamburger meat,tropical fruit,other vegetables,whole milk,butter,curd,dessert,yogurt,whipped/sour cream,uht-milk,domestic eggs,pastry,flour,margarine,cereals,canned fish,cat food,bottled water,bottled beer,hygiene articles,napkins,,,,,,,,,,,,True,0,21
3,chicken,frozen vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,sausage,meat,herbs,other vegetables,soft cheese,margarine,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
7,sausage,citrus fruit,soda,fruit/vegetable juice,salty snack,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,domestic eggs,pastry,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,whole milk,domestic eggs,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,other vegetables,butter,yogurt,domestic eggs,pastry,bottled beer,specialty bar,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,tropical fruit,salt,canned fish,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,citrus fruit,tropical fruit,onions,other vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,pork,butter milk,pickled vegetables,soda,canned beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
12,frankfurter,pork,hamburger meat,pip fruit,other vegetables,whole milk,rolls/buns,white bread,pastry,instant food products,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,True,0,12
3,yogurt,cereals,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,sausage,other vegetables,whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,cream cheese,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,sausage,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
11,frankfurter,pork,pip fruit,berries,root vegetables,other vegetables,whole milk,pastry,semi-finished bread,syrup,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
7,citrus fruit,whole milk,yogurt,sliced cheese,domestic eggs,canned vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
7,ham,yogurt,pastry,coffee,waffles,chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,frankfurter,whole milk,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,citrus fruit,whole milk,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,frozen fish,brown bread,canned beer,rum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,ham,pork,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
14,sausage,tropical fruit,pip fruit,berries,other vegetables,whole milk,butter,curd,whipped/sour cream,cat food,salty snack,popcorn,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,True,0,14
2,cereals,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,frozen fish,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,whole milk,white bread,margarine,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,pastry,soda,misc. beverages,canned beer,salty snack,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
14,frankfurter,tropical fruit,pip fruit,other vegetables,yogurt,whipped/sour cream,rolls/buns,bottled water,soda,misc. beverages,chocolate,specialty chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,True,0,14
5,yogurt,uht-milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,domestic eggs,canned beer,liquor (appetizer),chocolate marshmallow,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,sausage,other vegetables,whole milk,butter,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,ham,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,other vegetables,whole milk,pastry,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,tropical fruit,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,whole milk,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
29,sausage,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,whole milk,butter,curd,yogurt,cream,sliced cheese,hard cheese,frozen vegetables,frozen fish,frozen potato products,brown bread,margarine,baking powder,cat food,pet care,soda,fruit/vegetable juice,nut snack,chocolate,female sanitary products,hygiene articles,napkins,house keeping products,,,,True,0,29
8,domestic eggs,pastry,bottled beer,canned beer,long life bakery product,chocolate,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,other vegetables,frozen fish,brown bread,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,frankfurter,pip fruit,soft cheese,semi-finished bread,chewing gum,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,citrus fruit,root vegetables,other vegetables,uht-milk,domestic eggs,canned fruit,soda,waffles,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,dessert,butter milk,brown bread,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,tropical fruit,whole milk,yogurt,semi-finished bread,bottled water,soda,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,hamburger meat,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,chicken,other vegetables,whole milk,yogurt,frozen vegetables,rolls/buns,oil,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,butter,curd,yogurt,whipped/sour cream,margarine,salty snack,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,pip fruit,herbs,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,sausage,tropical fruit,other vegetables,whole milk,frozen vegetables,rolls/buns,white bread,brown bread,roll products,oil,sugar,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,grapes,other vegetables,butter,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,domestic eggs,white bread,pastry,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,root vegetables,whole milk,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,meat,citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,frankfurter,pork,other vegetables,butter milk,uht-milk,sliced cheese,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,grapes,other vegetables,pastry,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,other vegetables,canned beer,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,tropical fruit,whole milk,butter,butter milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,chicken,whole milk,butter,curd,domestic eggs,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,ham,pork,berries,root vegetables,oil,soda,bottled beer,salty snack,popcorn,newspapers,,,,,,,,,,,,,,,,,,,,,,,True,0,10
11,pork,tropical fruit,grapes,onions,other vegetables,whole milk,yogurt,frozen vegetables,pet care,bottled water,seasonal products,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,frozen vegetables,pasta,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,beef,other vegetables,whole milk,brown bread,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,pork,pip fruit,grapes,other vegetables,whole milk,pastry,flour,oil,sugar,dog food,chocolate,,,,,,,,,,,,,,,,,,,,,,True,0,11
4,pork,yogurt,uht-milk,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
13,chicken,hamburger meat,citrus fruit,tropical fruit,pip fruit,other vegetables,yogurt,rolls/buns,mustard,canned vegetables,cake bar,napkins,newspapers,,,,,,,,,,,,,,,,,,,,True,0,13
9,hamburger meat,citrus fruit,tropical fruit,other vegetables,whipped/sour cream,beverages,white bread,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
10,chicken,pork,beef,hamburger meat,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,baking powder,newspapers,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,other vegetables,dessert,brown bread,salt,margarine,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,curd,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,tropical fruit,root vegetables,other vegetables,whole milk,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,meat,dessert,uht-milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,pet care,bottled water,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,other vegetables,whole milk,yogurt,whipped/sour cream,baking powder,misc. beverages,sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,citrus fruit,other vegetables,white wine,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,citrus fruit,beverages,domestic eggs,rolls/buns,bottled water,chewing gum,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,rolls/buns,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,meat,pork,tropical fruit,berries,baking powder,canned fish,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
9,frankfurter,beef,other vegetables,whole milk,butter milk,yogurt,hard cheese,coffee,photo/film,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,pork,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
11,frankfurter,citrus fruit,grapes,root vegetables,onions,other vegetables,whole milk,rolls/buns,soups,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
5,other vegetables,whole milk,whipped/sour cream,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,berries,root vegetables,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,beef,whole milk,rolls/buns,white bread,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,whole milk,whipped/sour cream,rolls/buns,pickled vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,citrus fruit,whole milk,whipped/sour cream,rolls/buns,margarine,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,other vegetables,whole milk,condensed milk,white bread,sugar,coffee,soda,fruit/vegetable juice,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,root vegetables,whole milk,flour,sugar,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
7,frankfurter,hamburger meat,other vegetables,pastry,dish cleaner,cling film/bags,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
9,sausage,tropical fruit,curd,yogurt,dog food,bottled water,long life bakery product,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,yogurt,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,hamburger meat,whole milk,butter milk,yogurt,margarine,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,pork,root vegetables,brown bread,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,tropical fruit,other vegetables,whole milk,butter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,rolls/buns,pickled vegetables,chewing gum,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
11,sausage,chicken,pork,citrus fruit,berries,root vegetables,packaged fruit/vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,True,0,11
7,hamburger meat,other vegetables,whole milk,butter,specialty cheese,pastry,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
7,pip fruit,root vegetables,other vegetables,cream cheese,domestic eggs,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
10,beef,curd,yogurt,whipped/sour cream,frozen meals,brown bread,canned fish,coffee,candy,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
6,other vegetables,yogurt,rolls/buns,salt,sparkling wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,other vegetables,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
16,ham,meat,root vegetables,other vegetables,whole milk,curd,yogurt,frozen vegetables,frozen meals,frozen fish,rolls/buns,jam,misc. beverages,candy,seasonal products,detergent,,,,,,,,,,,,,,,,,True,0,16
